uid,type,points_finish,points_bronze,points_silver,points_gold,points_at
yjynPA0S32BoPWdD5g6RqBSpRfg,Royal,5,6,7,8,10
BxMU2s_JAa4OqHwDv5k_SOCcik7,Royal,5,6,7,8,10
Llmhd5VCuKvXODDss5R1T5CFCae,Royal,5,6,7,8,10
zvC9VseZbe_aFB6BoM5BJSIi_pk,Royal,5,6,7,8,10
hyvZsBfw_cUuGm_3bPNQ58x8_Zm,Royal,5,6,7,8,10
cTvaJPUHMjBQr6LG2ogbwHKpIN8,Royal,5,6,7,8,10
YgE5t9Sb68z1FfKNRqIPQrebjRa,Royal,5,6,7,8,10
k6E7gC7sr6KFl_rdIsXqMI_dGP2,Royal,5,6,7,8,10
5UApdTWaiIW6urAG6_ZJLZT0VYm,Royal,5,6,7,8,10
iuN1gluevvZCu4F69vpI7DsimA9,Royal,5,6,7,8,10
iqyjwdjR_voZ9pQ1TKMThPat_53,Royal,5,6,7,8,10
OoyRPYOoq6sTvX1FKHrmIPb5m33,Royal,5,6,7,8,10
A8PlwXexNi4e6ht9qoLCMiO9LDe,Royal,5,6,7,8,10
G7nGjYqgNMWGpeQnREk77FucRY0,Royal,5,6,7,8,10
6yVljTKBSWKe4h1BDuSJPU37Vil,Royal,5,6,7,8,10
R6Df5hspfZiDf2xapcF4DGOPyU4,Royal,5,6,7,8,10
SPHY3LVZ2mPh6ZlKsMABzV7PtKh,Royal,5,6,7,8,10
f8TWffm79N__QHX1x1rjg8bVj2a,Royal,5,6,7,8,10
sPnslgRryIRbfTthFYiyExFrbv5,Royal,5,6,7,8,10
q6i0XUcTVMqrZlQNlWBycgDCLHg,Royal,5,6,7,8,10
4BT2O_a8r5DjIK_xdR1_MMLcU6k,Royal,5,6,7,8,10
3PjZWQM7IivYWjArB5SZ8QLotnl,Royal,5,6,7,8,10
otIFwlrV7t_pLX33TzCrXa2wzZk,Royal,5,6,7,8,10
jYITPZxCjp4a9771KBAP_kZE7Gc,Royal,5,6,7,8,10
lywMw2l6cBdGPYzi8_eKuDg_wlg,Royal,5,6,7,8,10
GlQcicHWxYM3uCAT9jQ7GB54mX8,Royal,5,6,7,8,10
6zT7INamOfw9yr1fSveTmNHbd42,Royal,5,6,7,8,10
Q8tkuJf86W_WBxApcduIVA8vWn0,Royal,5,6,7,8,10
hq30zmYb8e9dTPC4PooP0GpHbHe,Royal,5,6,7,8,10
newGk8MG47LfFk3T8sz04Yf7Ysi,Royal,5,6,7,8,10
YzQh_gwzZPdzw7ZWjGJ6cd0gLwa,Royal,5,6,7,8,10
mYqXnd9Ic9VBeg3w0yuqmtL13Xg,Royal,5,6,7,8,10
wGGSlZCz17e5kgS6NHXXstUUzT0,Royal,5,6,7,8,10
FC85GkU7KoDEF0uIxKCG9UDR_r3,Royal,5,6,7,8,10
vZtCeN7S6DrCYx0660e_oN_3vd0,Royal,5,6,7,8,10
e9xndhwiJqaBmWUAq8nymwGdwei,Royal,5,6,7,8,10
MiBUQLFZlmPu16fUysQuI3JdgYe,Royal,5,6,7,8,10
FGqD73r8cY1dTEHSmWhqaMVcxh4,Royal,5,6,7,8,10
PiHKSKfVSnZocqrcW7QcJvQJvbh,Royal,5,6,7,8,10
k6bBxan2iAe5CLOpCnwgpOLnaci,Royal,5,6,7,8,10
j1ca_RajZCkbOq6eUlyzfoncFQ,Royal,5,6,7,8,10
9gS0oJvY9ktOIXW_r8blT82EcIi,Royal,5,6,7,8,10
VxBBOiRm_ikjwO8UYuLWuQBT9Tf,Royal,5,6,7,8,10
agplLYuXImYJAhJwCwjMLp1rs48,Royal,5,6,7,8,10
6KtoihH49O2jDqHEwLIPrbFHLZ5,Royal,5,6,7,8,10
Pp90oFJznuHPIVoeoVL4nkxB86l,Royal,5,6,7,8,10
PVTv5QcW2xVZoRsFdv4ioEJdpM4,Royal,5,6,7,8,10
IhWW6Ask1evXrdD6B0ZQKDbE9q0,Royal,5,6,7,8,10
FtohdtPhp6QNJWUUX74whOz4P7,Royal,5,6,7,8,10
HCHlbCgnXXUxVUFnKhPjdlxo9A7,Royal,5,6,7,8,10
FmBQRNZAmUNt2DEaXu9zvcfb4m3,Royal,5,6,7,8,10
EBgoVu0fPTeqDYePsvUOdmQBSib,Royal,5,6,7,8,10
zu15RQnyouGaIJVAwujzxrXp8g5,Royal,5,6,7,8,10
JN4yRtup3QyoALLpU8eTkat5oNj,Royal,5,6,7,8,10
CBoMd47d9YdL6QuoXBEjMiFFB0b,Royal,5,6,7,8,10
CWJ_LOIJVFn1dM0p_QPtoLlV66h,Royal,5,6,7,8,10
OE9N_xtCb_QQ9MnXwzZakjJ8IT9,Royal,5,6,7,8,10
hX1XtIFIy7Xm6QY7RXOfgeeBwG8,Royal,5,6,7,8,10
guntZFRkWSoopTzhxFB5Cmrt4Bm,Royal,5,6,7,8,10
UI18KZhn2cJYdXTMyD_bQ3_4SV7,Royal,5,6,7,8,10
vmZsoQsg_5S70uHeZRbpu72sGb3,Royal,5,6,7,8,10
Cj6iGPzh1MJuf33ItAePiy0iv5h,Royal,5,6,7,8,10
9xCFOeSGeJpHlzN7h_0fwZtaR11,Royal,5,6,7,8,10
DLSNgPPRc_vvjy_5hdOTo1jdsJ0,Royal,5,6,7,8,10
Bd5CASQmkPf2FViXMY84gQQxjS4,Royal,5,6,7,8,10
WeRuHLA16CPdhzmZVMtyKtYaSuc,Royal,5,6,7,8,10
Hl63xbFUVKz3n4cc7I4m3oG0Co6,Royal,5,6,7,8,10
bWRmRP1ALi2ExAcMuPEuSPkGzo4,Royal,5,6,7,8,10
5e9YNr6Pd1T2mmdrWPvKrll5mXi,Royal,5,6,7,8,10
psRXV0imLtckapiUsYY6c58a1O2,Royal,5,6,7,8,10
P6ck2lgZrm6kLkdCEM0_5oX2xY3,Royal,5,6,7,8,10
oT11i79_89K0iBydC6izAzME72,Royal,5,6,7,8,10
kvTLWfYTYAyGFn_JJQkR0GHMZNa,Royal,5,6,7,8,10
tdqnnIBm4s2caTTcBGK42cTD3Uc,Royal,5,6,7,8,10
QFEpH_faKcoCjIhZnGxfLpA7Fgi,Royal,5,6,7,8,10
urkeFCmmBIeu5MWcCZEZ4jL7iRl,Royal,5,6,7,8,10
ZaH8EFbzxXz5XckzrNS34rp7Ata,Royal,5,6,7,8,10
CPsm9ZUBixF66gMYqkr6wlLFwDk,Royal,5,6,7,8,10
H3o7FPpKMMYpTcZIb2Au9_iledl,Royal,5,6,7,8,10
Vo0KAH5mK72K0WGeawuRdBGbiN2,Royal,5,6,7,8,10
BdbY4mP2sIuM0jKDOCa4TRHX25f,Royal,5,6,7,8,10
C2GPml9ztyjne8RYWk8qz6xCIh5,Royal,5,6,7,8,10
VOzYlbWAfFtMeSQ78Tl45sVth31,Royal,5,6,7,8,10
XFpQP2_y3Xf_pycly6tZou3IBCb,Royal,5,6,7,8,10
j86GYcF3r2H9o1UPrJly_awkYQb,Royal,5,6,7,8,10
N0QtKCYckLQfN240u86sC_WkDqf,Royal,5,6,7,8,10
H4gMGfW0acc54gVyf7wrtEKkvc8,Royal,5,6,7,8,10
Ca4_spo7LYopApJbhcqRDipqTUm,Royal,5,6,7,8,10
Wo3AxbjdIqgJmdroJ5JGOjrMW1h,Royal,5,6,7,8,10
NgAAbVrOXaoO1i75KFQX8M0YWHb,Royal,5,6,7,8,10
n65gS7nkDAeZ4xatHOdcXTZoWbj,Royal,5,6,7,8,10
J4fLCbrtZZqwrXVEhsluH7AUhqm,Royal,5,6,7,8,10
pDXzhF3d_1RR100mcneAj8e9S5b,Royal,5,6,7,8,10
zpD6DlPesq6HOQNIZGjQBReLl18,Royal,5,6,7,8,10
l7NQZiZgxI6IJPrIdbrfed4CrQd,Royal,5,6,7,8,10
M07po0ocm9spmRCQ91CinRN7zG8,Royal,5,6,7,8,10
8NmG8hleuQ8PcqRRklUUpGAbnE2,Royal,5,6,7,8,10
dBDi7WOBBDmf7vFC5LVfmNiVi4a,Royal,5,6,7,8,10
fZHTx1WRjdOIwe10THR2LCsdlK3,Royal,5,6,7,8,10
ES2CJXTlN_iDbcF0jNgLvvxjbsk,Royal,5,6,7,8,10
gnPOQfg08hhKTrx3pSoFYZCKNE5,Royal,5,6,7,8,10
f_U_dX51PlSgesZ8WPLem8Fmy0m,Royal,5,6,7,8,10
2KKggRzDzJ1VjfsRhQTGQNxfbXe,Royal,5,6,7,8,10
2z5lFWHMUGPXZHkc7uA_ptKkSY2,Royal,5,6,7,8,10
4gs3W337Wso2al1fDjBksFwm9Lk,Royal,5,6,7,8,10
fduZG93ykEoUk6352nhPdBV7mn7,Royal,5,6,7,8,10
ioi7C5l6drNaFp6AlvK2WKmdyt,Royal,5,6,7,8,10
8iU4ZMIqwaN7xq3ltHH7YBHuvD6,Royal,5,6,7,8,10
1AV_5SN48KmWJSk7YJygF1Zc6v5,Royal,5,6,7,8,10
wJS7fmU4p67Us533wz4C3tKYwth,Royal,5,6,7,8,10
PQUVO1lqIuwTqUtYFZjkyVDuZ_m,Royal,5,6,7,8,10
ytRjDMmTnm_FjXX_WffpGxYtbD7,Royal,5,6,7,8,10
MRjd1j2mQ9EZMDigNrzOVqzZDQ9,Royal,5,6,7,8,10
CiSLIZ1tiiwG33RnsVUtFyvPM8j,Royal,5,6,7,8,10
a9YjWjqfjJ2_wMXu4t4iTVN9KTi,Royal,5,6,7,8,10
gAGZPkc8JT4_eCcj5sZUct9XUjh,Royal,5,6,7,8,10
EAmF4dAwW9O3hXsqBoKklHmhfch,Royal,5,6,7,8,10
RsVWXt3R4kTwDvMloNOsVO3Kigg,Royal,5,6,7,8,10
QQB9WlOwPJAHS_1IUL8vv9kfCv5,Royal,5,6,7,8,10
3xWz0cazd8gSgCRo9BOWGRDsQb5,Royal,5,6,7,8,10
rqTfJPuB17LGI_9KY75eoITegtg,Royal,5,6,7,8,10
qqDOQUTaU_YKifdl46ocFv248Wd,Royal,5,6,7,8,10
hbEJSDdbG6nPqkzoAmQ152603Ld,Royal,5,6,7,8,10
lQ2IhE0ckKNXHQbpcuHIhmUvXwl,Royal,5,6,7,8,10
bMiwR3Gq7HDt8OpPeSe60BklVG8,Royal,5,6,7,8,10
rq3d5R8A0WIfHSFuTgBCgdXqB2h,Royal,5,6,7,8,10
YGAPonVUQ7Wkz6PThq3TQVwNez8,Royal,5,6,7,8,10
hOMSjGRyoPO2m2bs9D0ExMf7h69,Royal,5,6,7,8,10
d7mxIz1h01sSyKgN5mEYkh6Tgm5,Royal,5,6,7,8,10
dlztY1lozD3nwVWZMGIGgHIsJOi,Royal,5,6,7,8,10
GmFSuK8ZAZTfiU0kICpCpTKt3G0,Royal,5,6,7,8,10
Rk2aZKSDbkAeJdQuIE0UYfJGe7i,Royal,5,6,7,8,10
xMgpzQebmg9x9VEx_qwCYo48aAm,Royal,5,6,7,8,10
4Xta2mk8D70K3IXxi4M83i2hja9,Royal,5,6,7,8,10
15w83Y8eyZOYL3B3oXDD1d3Lk3g,Royal,5,6,7,8,10
tk3mwmVxdw3Ac8LTZ3R_kd0wmZl,Royal,5,6,7,8,10
QiMj3rWRzvZTgeR7D9CYAw19_Lm,Royal,5,6,7,8,10
vDxjZt5kVbn3ojUQXltqwUpQE3b,Royal,5,6,7,8,10
uzlmzFNEpgDj5rqOwtl8osifsK3,Royal,5,6,7,8,10
_Wdm19crwKde4xq7cKuk8n_Nmff,Royal,5,6,7,8,10
v1dbpxR4TM8CECeWaLzqQS7cbSk,Royal,5,6,7,8,10
o7qtf1QZ43mJC2L7ap1dykngbzi,Royal,5,6,7,8,10
AZwWErKCzQE13lTrLt7Cwo99kN5,Royal,5,6,7,8,10
OWadQUW4xOnwr9Vr64d5Fk11v_3,Royal,5,6,7,8,10
PXb4CqTzmBVPLdJvbJDO6AjlDtd,Royal,5,6,7,8,10
CCryJ0doAZ_UvLiY35WbGevWsU1,Royal,5,6,7,8,10
x8AnIF5mbMvUt7hHDBajeKbsvFf,Royal,5,6,7,8,10
DxtA1UtzG_5EsDmGQFDX7HBQ8B8,Royal,5,6,7,8,10
l5_zr1wtvnd3p_NBXncQ9tUm_n2,Royal,5,6,7,8,10
lfSMc0Nn735ctVNhnBUckOXz8G5,Royal,5,6,7,8,10
ZDT0riqSX_TFb7UXB253vHqYZX2,Royal,5,6,7,8,10
oh01Z1m1NKQhkz_ZrZeDjPRNEO0,Royal,5,6,7,8,10
PTCmRDNFgKN7TvSPqcAARdhDFRf,Royal,5,6,7,8,10
r3vcUjU3TaSg1GZoiAGebWLJE49,Royal,5,6,7,8,10
M6mrnWa0YrfRgZFL9CgGh_CpHeh,Royal,5,6,7,8,10
QJF2mJk806SVxKTViiI3htnGC2n,Royal,5,6,7,8,10
0jAUZXY4mFpdfOCrshSZd39FWTj,Royal,5,6,7,8,10
gRrR0voMRthfaNy4i9mhPQbf463,Royal,5,6,7,8,10
CTHdfRr5shKjStIUBEVoMmNVLs,Royal,5,6,7,8,10
y_7fugSH5mMCOz3lXlMLzhh1bE5,Royal,5,6,7,8,10
xzAN9aF_f5wyr_DhBbPUT4FT6Aa,Royal,5,6,7,8,10
bz31WRtuNcki1TTR7CCGKqH9er1,Royal,5,6,7,8,10
6LOFEhUgMsPZXqa5AR3Kr_KaBw4,Royal,5,6,7,8,10
9wAnFII4b9RwL9o9sIV1LYE5g19,Royal,5,6,7,8,10
cOh7DavWXOLiiiVaWc8PVdr1LB5,Royal,5,6,7,8,10
Sj5XKlhrmORYN4JCRKVCzx1YX9f,Royal,5,6,7,8,10
MarZDAkf8o5BoGeCWGYMFsdY4ma,Royal,5,6,7,8,10
F3Qxg9Z56Q3u2jJOFtFIRekvA5g,Royal,5,6,7,8,10
CGoV4SATEhqpde7dqODn6Ph0Wve,Royal,5,6,7,8,10
mBGojgHI45fspDyPu3jcMgq_Jt0,Royal,5,6,7,8,10
CyLkleOTaFbGW_m95GTruKPj8tj,Royal,5,6,7,8,10
Rk8xuiXxrrDI0d6mIVeUmJfhT18,Royal,5,6,7,8,10
3Sichm7mAu6ZTpmeWMtoJVzL_Ld,Royal,5,6,7,8,10
rgRzCicbExIqKSNtmiT13gem4nh,Royal,5,6,7,8,10
Ao17Z3MnW3dcytxsgIONwBab5x3,Royal,5,6,7,8,10
5pfmkbm59XuiGiOuvE6n4kFAZVh,Royal,5,6,7,8,10
G__FeEL7hscojpTcKfMemRW3Gm,Royal,5,6,7,8,10
9cVILU1Kv_nEF7VPWClYY9hBBE5,Royal,5,6,7,8,10
H01st9KT60gOweVFkNci5HddPkd,Royal,5,6,7,8,10
xyH_Omaa9QY72n2vW2xqezVgE2g,Royal,5,6,7,8,10
8HydgYNuGgHILk3Gt_UeBfLazom,Royal,5,6,7,8,10
xxyMQAXHAjsFru1HYaiaiwYMd07,Royal,5,6,7,8,10
z2wAB7YDgIGyxuG2mfwiIhAkS12,Royal,5,6,7,8,10
0qTHreJ3ZmVFYZWmYh1s0AWfuYh,Royal,5,6,7,8,10
eKTEhsVlto5zrDKqzDEkgbSI1Eg,Royal,5,6,7,8,10
fK8jVvtsD9ryWYk4XxWpJ3rWtV8,Royal,5,6,7,8,10
K0BOfSUt969p6SADgdsKIwCFHba,Royal,5,6,7,8,10
TMGXa3mHFA0gQ1DlaqIYNos7Pef,Royal,5,6,7,8,10
bscp8Lev0fj1B90uzo5hSTjAOVa,Royal,5,6,7,8,10
wi1CJRbYKQ8AcHNE4mM86XJ6OAm,Royal,5,6,7,8,10
kMbVXjhYr6w3tSz1uQeuw8GYBA5,Royal,5,6,7,8,10
RjMjaCQE7RQ2EQu76QMM9A7JRa0,Royal,5,6,7,8,10
WohsYDzgNhExwN6ng2A03jWO2g9,Royal,5,6,7,8,10
cC3a9SJF6EORj8vtUCqj5Zjd9Q1,Royal,5,6,7,8,10
HbDo5kc5e_vfTMUooJ07A6XnOt3,Royal,5,6,7,8,10
z5tNMElF7QjuVKQ3FPQRcZ4r5Fc,Royal,5,6,7,8,10
U_xw_gPzB_PbDOTU90PxWxTpgXh,Royal,5,6,7,8,10
uYjHzEdxvBQ_4RUAC70_1hD1iUm,Royal,5,6,7,8,10
SRZaIULbWxg0SdsD4EvaTAmQ0Ym,Royal,5,6,7,8,10
fHOxGhAuxhwbx3VL5YKZ_lDBai2,Royal,5,6,7,8,10
oqpfP0wdAi7tDiNeLkCFGekv8zi,Royal,5,6,7,8,10
9pxuAhgVoR5xcHuf0_kCbdcnRJg,Royal,5,6,7,8,10
QBHhnTj8YX6t1MtDFOWeGrCbPal,Royal,5,6,7,8,10
n_IK5v065DXdoX7zMz5ZXnA4Y77,Royal,5,6,7,8,10
oS9fL7ydRzFmWVsJKcIVB8Y2Kfj,Royal,5,6,7,8,10
rpP80c6cGV9yu5xVHWcx4ZMvu21,Royal,5,6,7,8,10
Rs6WXEnrOuNHLKG4qofYTRg9hac,Royal,5,6,7,8,10
zmH7tRbIXpphYmoGDvV9IUOzRN6,Royal,5,6,7,8,10
gQs5DGIj3cnIzz583h2V0TDASld,Royal,5,6,7,8,10
lPyU8hOd6YXvuE5jj3bzsmLSE2h,Royal,5,6,7,8,10
acV_jUAlkBjbIoR22BS8loR5Zqg,Royal,5,6,7,8,10
sptvApO37E_bkX2wwf2q7yGKMLb,Royal,5,6,7,8,10
mp0QHN_kbFtAYlYGTbA10JX6Zyg,Royal,5,6,7,8,10
QKkMaKqJmtIaAkBkIhlE5yKeYfb,Royal,5,6,7,8,10
SlyT2z648mnCfZfSU8s1MldGomm,Royal,5,6,7,8,10
uBuNBxqyqHIZ9GkAbIHXrbY9yVh,Royal,5,6,7,8,10
qKpbdy_BSyhftZZ1F1Z7gulJOH5,Royal,5,6,7,8,10
qxL_GIAfy89hhBfjBfeKjrkALuj,Royal,5,6,7,8,10
QUKpluiGwOrGc9VZI8TskmuVPl2,Royal,5,6,7,8,10
PB_Ib2b0Lu8cewdE9KmMxkWGjw,Royal,5,6,7,8,10
rTDLRzpYGc4V4ojoHADoNCY9w3e,Royal,5,6,7,8,10
4ruyAVukdYAE2nV6nRNZMx_SIG3,Royal,5,6,7,8,10
htIXTd1UdQfaXCBHQZ5drybvSo,Royal,5,6,7,8,10
NI_nNwnZLAET1SVpyt_qJeAOILk,Royal,5,6,7,8,10
kL8hwAbX2W3EtI26ovaGVrrTo06,Royal,5,6,7,8,10
eXC0UhMdNbQb8c7_Jmay_1FzWAi,Royal,5,6,7,8,10
ivWoJorYgfIHkjfkON01l3XuIdg,Royal,5,6,7,8,10
7ul_dF5zjqOXq4x9wq5oe7Us3b8,Royal,5,6,7,8,10
u45wRlr9AfG_q7jUAXqSRjQQTrh,Royal,5,6,7,8,10
RpZFxMy9dcQzrbnmwwC90LvktN6,Royal,5,6,7,8,10
ggbCUAVt7KLDoMK63qxGPogQ_Ia,Royal,5,6,7,8,10
nASxJV0hHhXAZpV5qyRqA9p6wT2,Royal,5,6,7,8,10
kC20qxQetqyU0_GOnJyfa0O6APj,Royal,5,6,7,8,10
r_26_yYIhdWbNrQDzr1waqlmo2j,Royal,5,6,7,8,10
WhhIwgt6SfgNTtc3xu3JDC2fGcd,Royal,5,6,7,8,10
JFaqGd3gA8P7qk5mQTMrnhySyd4,Royal,5,6,7,8,10
9FpJ05uW_cPzVRzyKrO5cVueKh2,Royal,5,6,7,8,10
9sAfCL8h7WJuN8ymvR6ZHnNNPvi,Royal,5,6,7,8,10
HO7Ohst906ehVINhX86KmELqrP7,Royal,5,6,7,8,10
twphuMy5pYx70uv406Z0EW3Masb,Royal,5,6,7,8,10
_kHyS3zfGjzP1LGl0Lh18J2dHJm,Royal,5,6,7,8,10
vxyDnjY2li4TpIAdtwaEKY5vCi5,Royal,5,6,7,8,10
2OxNLk4ZfPnqPVPtk3mU9vb_xa8,Royal,5,6,7,8,10
EUA1ONEcf_GGr3Zs55wukflIdH,Royal,5,6,7,8,10
VXx6mROcH2nRQMAhd5ghME_9aKb,Royal,5,6,7,8,10
1Yxo5Dao0yNHZGg1u1XIvbDtdl6,Royal,5,6,7,8,10
UeV00g8PHNfVtNRVWR6YcWejhRf,Royal,5,6,7,8,10
INvJkHfUoCHB740gOMlsEIHh2xk,Royal,5,6,7,8,10
r6MG39syvc54pXADNvY15WBrhL7,Royal,5,6,7,8,10
9bUROKL0wFA211a51A0rZmhZ8F4,Royal,5,6,7,8,10
GhNnjN4Fxxv3yVaTHXA0QFkywhg,Royal,5,6,7,8,10
y6bcQ51Sz6Tf4fJh_N96dXPa4xm,Royal,5,6,7,8,10
Hz5wUuejNqZRARPkmv5Bfp2nWCf,Royal,5,6,7,8,10
5j6lf6GJq5PvVdCwqtVfrIpqfSe,Royal,5,6,7,8,10
pXytScszTPElcGkSZd9RXoxUkAg,Royal,5,6,7,8,10
OLhEoqtj0LB1BGWl0cXpn3jqGif,Royal,5,6,7,8,10
WXoZ3TTACG4ppYJHv2Khd7qXXTf,Royal,5,6,7,8,10
hxLSnDdzxrqnFpImx4LXcyzE62a,Royal,5,6,7,8,10
CVZZYlVZtoChKrNfkm4U3TlAgOa,Royal,5,6,7,8,10
OJ7tn_cHin05UA4FWP9d0tS7j20,Royal,5,6,7,8,10
1j_BdQsLafHL3WBC7fy3E4h4dqd,Royal,5,6,7,8,10
RJhvIUe8xoTcvYrDNr_ZsYtxf0a,Royal,5,6,7,8,10
jSGJsWkQBKZ9hVuGzftFgHdjI_m,Royal,5,6,7,8,10
k64VSt6C5NTCa3pWUvIHLG1TTZk,Royal,5,6,7,8,10
7Sm6zF2_P7EGHUjcMCRpXhDe2W3,Royal,5,6,7,8,10
crMQZDNZMLyJDiUhuxiI6HcdEJ3,Royal,5,6,7,8,10
IHr4I0ooIZV9wsrMWo7_Sl2fbmc,Royal,5,6,7,8,10
Phv4_eyJUYLAuWzkjkjLy_Kaqje,Royal,5,6,7,8,10
MO31OYsoPntQb9lRnDEoJj9mRq0,Royal,5,6,7,8,10
7WnB80RdK3KE1_Ajyj7P4IaqOAl,Royal,5,6,7,8,10
MwTgCZLKcwdaeailjR91kiRH858,Royal,5,6,7,8,10
UtXP4rffRJJsYKf44F6M1wcFXIi,Royal,5,6,7,8,10
ejSoSU5qKLuFLP7VO08eB8iShG7,Royal,5,6,7,8,10
z4MRWqon_4VNBh_Lra0p2l2mMg2,Royal,5,6,7,8,10
X3UzcpptwlnTF6YGwcYcAzzr8Eg,Royal,5,6,7,8,10
JqVLV1aT6zF8R3PHk1ZHBAdtHtc,Royal,5,6,7,8,10
s_3NJW1wLVTEpIFfIyaxJuvz7o2,Royal,5,6,7,8,10
4w8x1NoITpWaPBdFjU6b3UHPAn1,Royal,5,6,7,8,10
Clv6m0Jp7kRej5pEUOgXvzF9_Tc,Royal,5,6,7,8,10
0bw0GgcfKPJfvrpprWoIr5J74c6,Royal,5,6,7,8,10
TVte6Vn0Y1GQXOC27Q0wu_5Jhqk,Royal,5,6,7,8,10
AK8OV3IF7nTyBTPVi4216RdGbYk,Royal,5,6,7,8,10
qBv_EKgmhzECENG_goyPNuAUWLb,Royal,5,6,7,8,10
vT7SraCmhN_dqZ9FbYXWvY4uIvi,Royal,5,6,7,8,10
z8in5hgaNtmjObkD7Jt3tYeuAek,Royal,5,6,7,8,10
PGDo8KRX7bIAc_DdGnJgpFHx0xk,Royal,5,6,7,8,10
1biLH4b6PD7ZbK5ZmTus2LmslA6,Royal,5,6,7,8,10
c0oNWEPyClb3KHxeIAyK6cI89Pc,Royal,5,6,7,8,10
B6CG56pI93Hl_iYpVsNwJlMddbj,Royal,5,6,7,8,10
hKTEBDMnD44dHVPf3TtCiYzZtCf,Royal,5,6,7,8,10
VO9dyWqEV4c20Kbq_zNiQngebdi,Royal,5,6,7,8,10
wgaqPXzNBnflysPHGjE4PXqlOA8,Royal,5,6,7,8,10
y_zEiLp9PPa_sQlcqIGGZSuOTc6,Royal,5,6,7,8,10
a7hzFUGz5_eqQYdpjiLkamsowo1,Royal,5,6,7,8,10
E1alZbhBhMAnpT2_H7H_5VT2p7m,Royal,5,6,7,8,10
i8b9ur3ggPskF7zPAanRhcE5O_c,Royal,5,6,7,8,10
rUlmkJe5kaEU_11_6DxAFdsFOB5,Royal,5,6,7,8,10
f5Zj0rJazON8evvgl9MJv49Yy45,Royal,5,6,7,8,10
zd_gZd8n7cCcxIh79QkhmqVpbE2,Royal,5,6,7,8,10
9PwuGLnKG957XdPjBIPm_ROC7Im,Royal,5,6,7,8,10
HOtoqFHxnPE8EviQRrA_Qd37BL5,Royal,5,6,7,8,10
n5iEHL3AcZO2qLGA2ua5XxngJcm,Royal,5,6,7,8,10
Agi3QlV7sMsuRoXG6xFIaWF4jrl,Royal,5,6,7,8,10
xNPV9j64TiaZv6gNoZ8EIiRJBz9,Royal,5,6,7,8,10
5vJErLPAz5blZ9i8p9Gocp8bdZf,Royal,5,6,7,8,10
h748FXFSF1dVjvnjXHc05CXoNR3,Royal,5,6,7,8,10
vYPzLpUT7hE8ArJIqB0GDyr4azc,Royal,5,6,7,8,10
kCsVCy2HCzQdxTJyDW9845vivQ9,Royal,5,6,7,8,10
QjWFGe7LpSuBEPzpX_SEnWoRGwf,Royal,5,6,7,8,10
1sY6XOxh7N_99B2UY8k64ID2qx8,Royal,5,6,7,8,10
UMiCou7qKiHTq68fonOFGOmi2ui,Royal,5,6,7,8,10
hVKHLSiNV4dNb10Wp6gabedBhyg,Royal,5,6,7,8,10
xtU0Bjz13D1t33WEPLgRRCb_nE6,Royal,5,6,7,8,10
YxttxZPKwMIulTMdWWRahrYuhR6,Royal,5,6,7,8,10
0YQ61k5rHdXSK5p1Zy0fLNwDiDh,Royal,5,6,7,8,10
iFoS9PBfcE9N22RyWVf7Pu1bTfm,Royal,5,6,7,8,10
nvR2nVIjHwP1odepet6kCZ6z9Pa,Royal,5,6,7,8,10
xRlLH59RX222WfQQuvUM45Mrs64,Royal,5,6,7,8,10
SH411lSYws9H0vCQa0_ZKcr_6_5,Royal,5,6,7,8,10
uVctds3fSO3SlNAmDNFqmn7JI23,Royal,5,6,7,8,10
d7DHMdzf32KoVTEB_AmRorlSWw8,Royal,5,6,7,8,10
ELQm63VOnL2ZHMKdEq6PHw94yS0,Royal,5,6,7,8,10
bx1OnZNjlLiOSEv7h7dBX6ev0ne,Royal,5,6,7,8,10
xbI4DeDM1WbmRHvLXhhd7m1Tiz0,Royal,5,6,7,8,10
xhBGhzRIp2xSqb552glLNeejOpj,Royal,5,6,7,8,10
Ak8r3sQsennm4cdbzg45ZXF2ln8,Royal,5,6,7,8,10
2GzdKwIPx7ntBn7Gde5CQwEBl8j,Royal,5,6,7,8,10
Cfb3gk4OkmYZ0m5ANCKHR3s0pua,Royal,5,6,7,8,10
7z4axJpMt9ufgGW0kPGMLoYy465,Royal,5,6,7,8,10
Gmukt3iBFdnYkvsr09LOfNozls1,Royal,5,6,7,8,10
d4S14wrhCAy8wIlljFz7uZL2mH4,Royal,5,6,7,8,10
aMC4nYwA2xC4ufIOGR_xzLQtsLb,Royal,5,6,7,8,10
zkv8EMg2xt1_gD2LorvfTQGWwHh,Royal,5,6,7,8,10
k3B3pjoS8BMfGV_LVBe02idf7X,Royal,5,6,7,8,10
PAoHnxaY7znUO6IktDrElkZ7dU4,Royal,5,6,7,8,10
Famvt3C5qqYOHZru1xx2I4aVvA9,Royal,5,6,7,8,10
lw_CjcSLbMtDRi1Z9zO6yqqotHa,Royal,5,6,7,8,10
xIxHbIhsfoGal2hFKNzmkV1qeoa,Royal,5,6,7,8,10
XCE1RS6kcbwCFJF4nmjyjQSEqW6,Royal,5,6,7,8,10
vC6krkZ4piMkqvWpnJUcOunrN3j,Royal,5,6,7,8,10
_kPRP_Ao_U6Hm2F_DKQesZ9wcIc,Royal,5,6,7,8,10
8_Dfwg1DOfu5s6c4Xh7zeIczPN5,Royal,5,6,7,8,10
